id,class
584,13
585,0
586,18
587,3
588,6
589,18
590,15
591,0
592,8
593,18
594,8
595,6
596,2
597,6
598,14
599,3
600,16
601,3
602,16
603,13
604,11
605,10
606,12
607,6
608,18
609,0
610,11
611,11
612,13
613,12
614,5
615,2
616,14
617,18
618,7
619,4
620,3
621,11
622,17
623,5
624,11
625,15
626,12
627,12
628,15
629,0
630,17
631,2
632,2
633,11
634,9
635,17
636,7
637,2
638,18
639,14
640,18
641,0
642,13
643,12
644,0
645,14
646,9
647,18
648,14
649,15
650,13
651,3
652,17
653,9
654,1
655,17
656,9
657,18
658,14
659,0
660,18
661,0
662,18
663,18
664,18
665,0
666,18
667,17
668,0
669,11
670,11
671,14
672,6
673,12
674,6
675,15
676,13
677,8
678,8
679,18
680,7
681,18
682,9
683,9
684,6
685,0
686,1
687,7
688,17
689,16
690,3
691,3
692,3
693,5
694,0
695,9
696,17
697,9
698,13
699,0
700,2
701,9
702,2
703,18
704,18
705,17
706,3
707,9
708,15
709,18
710,2
711,15
712,11
713,18
714,16
715,2
716,11
717,2
718,15
719,6
720,16
721,2
722,13
723,7
724,13
725,17
726,2
727,14
728,2
729,13
730,0
731,7
732,11
733,13
734,3
735,2
736,2
737,18
738,14
739,0
740,7
741,13
742,18
743,0
744,10
745,0
746,13
747,13
748,3
749,9
750,13
751,18
752,13
753,18
754,17
755,18
756,7
757,11
758,18
759,15
760,7
761,18
762,15
763,7
764,14
765,0
766,13
767,14
768,18
769,14
770,2
771,10
772,18
773,18
774,13
775,7
776,11
777,18
778,3
779,18
780,18
781,8
782,18
783,6
784,14
785,18
786,18
787,5
788,2
789,11
790,13
791,18
792,18
793,2
794,17
795,8
796,5
797,8
798,2
799,11
800,6
801,3
802,13
803,11
804,13
805,18
806,18
807,2
808,12
809,6
810,0
811,14
812,3
813,18
814,18
815,14
816,10
817,0
818,11
819,9
820,11
821,18
822,18
823,1
824,9
825,2
826,15
827,13
828,1
829,9
830,17
831,13
832,18
833,18
834,0
835,2
836,3
837,12
838,11
839,12
840,14
841,2
842,0
843,9
844,8
845,11
846,13
847,0
848,7
849,18
850,4
851,6
852,0
853,2
854,11
855,12
856,14
857,2
858,11
859,0
860,12
861,12
862,7
863,1
864,13
865,18
866,2
867,2
868,18
869,0
870,7
871,11
872,0
873,11
874,2
875,2
876,2
877,13
878,15
879,2
880,5
881,18
882,14
883,12
884,18
885,3
886,3
887,3
888,8
889,4
890,2
891,16
892,0
893,9
894,12
895,2
896,7
897,17
898,7
899,18
900,13
901,13
902,3
903,0
904,13
905,11
906,7
907,18
908,17
909,18
910,3
911,6
912,14
913,12
914,0
915,11
916,13
917,7
918,14
919,10
920,2
921,7
922,7
923,16
924,18
925,12
926,12
927,14
928,9
929,12
930,7
931,11
932,15
933,0
934,8
935,18
936,0
937,1
938,5
939,10
940,13
941,18
942,0
943,5
944,0
945,14
946,18
947,12
948,5
949,14
950,6
951,14
952,17
953,15
954,0
955,4
956,18
957,11
958,2
959,5
960,3
961,7
962,0
963,13
964,17
965,9
966,14
967,2
968,11
969,5
970,14
971,12
972,0
973,1
974,7
975,15
976,15
977,7
978,17
979,18
980,2
981,17
982,2
983,2
984,18
985,2
986,14
987,17
988,3
989,5
990,10
991,6
992,3
993,14
994,11
995,13
996,4
997,11
998,2
999,3
1000,0
1001,2
1002,13
1003,7
1004,9
1005,12
1006,18
1007,1
1008,14
1009,13
1010,14
1011,0
1012,7
1013,14
1014,14
1015,4
1016,9
1017,14
1018,13
1019,10
1020,18
1021,10
1022,18
1023,17
1024,14
1025,2
1026,18
1027,13
1028,13
1029,0
1030,12
1031,6
1032,11
1033,18
1034,3
1035,9
1036,12
1037,6
1038,13
1039,2
1040,12
1041,0
1042,13
1043,5
1044,11
1045,2
1046,7
1047,13
1048,3
1049,18
1050,11
1051,13
1052,11
1053,18
1054,12
1055,6
1056,2
1057,13
1058,0
1059,9
1060,18
1061,11
1062,13
1063,6
1064,17
1065,18
1066,2
1067,18
1068,0
1069,12
1070,11
1071,18
1072,7
1073,6
1074,0
1075,6
1076,1
1077,0
1078,3
1079,9
1080,6
1081,13
1082,15
1083,2
1084,9
1085,12
1086,11
1087,8
1088,14
1089,0
1090,18
1091,4
1092,0
1093,2
1094,4
1095,7
1096,2
1097,14
1098,17
1099,17
1100,8
1101,0
1102,0
1103,14
1104,5
1105,18
1106,9
1107,3
1108,0
1109,2
1110,4
1111,2
1112,13
1113,2
1114,18
1115,7
1116,0
1117,15
1118,14
1119,13
1120,17
1121,6
1122,0
1123,10
1124,13
1125,12
1126,2
1127,17
1128,9
1129,6
1130,18
1131,18
1132,1
1133,2
1134,0
1135,13
1136,11
1137,14
1138,7
1139,13
1140,1
1141,11
1142,13
1143,15
1144,18
1145,14
1146,18
1147,15
1148,11
1149,2
1150,14
1151,8
1152,17
1153,1
1154,11
1155,3
1156,6
1157,2
1158,17
1159,3
1160,18
1161,0
1162,10
1163,18
1164,11
1165,17
1166,10
1167,18
1168,3
1169,11
1170,2
1171,2
1172,7
1173,6
1174,14
1175,2
1176,13
1177,18
1178,13
1179,17
1180,12
1181,9
1182,12
1183,17
1184,9
1185,12
1186,5
1187,3
1188,0
1189,3
1190,5
1191,17
1192,0
1193,2
1194,0
1195,11
1196,7
1197,4
1198,18
1199,0
1200,14
1201,2
1202,14
1203,17
1204,18
1205,0
1206,0
1207,18
1208,9
1209,14
1210,8
1211,9
1212,0
1213,0
1214,12
1215,8
1216,11
1217,5
1218,2
1219,0
1220,1
1221,13
1222,0
1223,16
1224,13
1225,13
1226,7
1227,11
1228,13
1229,12
1230,2
1231,10
1232,4
1233,18
1234,13
1235,15
1236,10
1237,13
1238,11
1239,16
1240,8
1241,13
1242,13
1243,2
1244,9
1245,14
1246,16
1247,2
1248,9
1249,13
1250,0
1251,13
1252,0
1253,0
1254,5
1255,6
1256,9
1257,18
1258,7
1259,0
1260,7
1261,13
1262,2
1263,18
1264,18
1265,13
1266,3
1267,9
1268,2
1269,18
1270,13
1271,7
1272,2
1273,1
1274,11
1275,11
1276,2
1277,7
1278,5
1279,18
1280,0
1281,13
1282,18
1283,3
1284,13
1285,8
1286,3
1287,18
1288,16
1289,0
1290,12
1291,6
1292,0
1293,18
1294,11
1295,9
1296,0
1297,11
1298,18
1299,9
1300,13
1301,6
1302,11
1303,18
1304,2
1305,2
1306,11
1307,7
1308,0
1309,9
1310,11
1311,0
1312,18
1313,11
1314,8
1315,9
1316,0
1317,6
1318,7
1319,9
1320,14
1321,18
1322,8
1323,3
1324,12
1325,15
1326,7
1327,13
1328,17
1329,9
1330,9
1331,18
1332,7
1333,18
1334,10
1335,18
1336,0
1337,9
1338,5
1339,11
1340,13
1341,16
1342,18
1343,17
1344,14
1345,11
1346,9
1347,11
1348,17
1349,6
1350,13
1351,5
1352,8
1353,3
1354,18
1355,9
1356,5
1357,2
1358,13
1359,13
1360,12
1361,15
1362,1
1363,15
1364,0
1365,3
1366,2
1367,0
1368,12
1369,2
1370,14
1371,17
1372,3
1373,14
1374,13
1375,18
1376,0
1377,16
1378,13
1379,2
1380,17
1381,2
1382,2
1383,2
1384,6
1385,0
1386,13
1387,3
1388,13
1389,0
1390,15
1391,18
1392,18
1393,1
1394,17
1395,7
1396,4
1397,15
1398,2
1399,0
1400,13
1401,18
1402,6
1403,0
1404,8
1405,2
1406,11
1407,14
1408,12
1409,13
1410,14
1411,18
1412,2
1413,3
1414,16
1415,18
1416,5
1417,0
1418,9
1419,14
1420,15
1421,11
1422,11
1423,18
1424,13
1425,13
1426,3
1427,13
1428,4
1429,18
1430,4
1431,13
1432,2
1433,16
1434,6
1435,2
1436,9
1437,14
1438,12
1439,18
1440,15
1441,16
1442,2
1443,18
1444,13
1445,3
1446,6
1447,12
1448,5
1449,11
1450,15
1451,0
1452,18
1453,18
1454,0
1455,18
1456,14
1457,18
1458,13
1459,13
1460,4
1461,14
1462,0
1463,16
1464,13
1465,13
1466,5
1467,9
1468,13
1469,13
1470,17
1471,2
1472,18
1473,2
1474,13
1475,5
1476,9
1477,7
1478,9
1479,3
1480,12
1481,5
1482,13
1483,11
1484,14
1485,0
1486,14
1487,2
1488,3
1489,18
1490,3
1491,5
1492,18
1493,18
1494,13
1495,13
1496,7
1497,14
1498,2
1499,12
1500,2
1501,14
1502,11
1503,1
1504,8
1505,8
1506,7
1507,4
1508,12
1509,13
1510,14
1511,4
1512,13
1513,14
1514,0
1515,18
1516,0
1517,13
1518,11
1519,18
1520,7
1521,16
1522,2
1523,2
1524,7
1525,2
1526,13
1527,13
1528,3
1529,18
1530,12
1531,3
1532,13
1533,15
1534,3
1535,0
1536,17
1537,6
1538,12
1539,14
1540,18
1541,8
1542,18
1543,2
1544,18
1545,7
1546,3
1547,8
1548,6
1549,13
1550,2
1551,11
1552,15
1553,5
1554,2
1555,11
1556,7
1557,5
1558,11
1559,14
1560,11
1561,2
1562,15
1563,2
1564,7
1565,3
1566,0
1567,15
1568,0
1569,13
1570,13
1571,0
1572,14
1573,13
1574,18
1575,18
1576,12
1577,9
1578,18
1579,12
1580,14
1581,7
1582,13
1583,14
1584,10
1585,14
1586,2
1587,13
1588,17
1589,0
1590,0
1591,3
1592,6
1593,12
1594,15
1595,10
1596,18
1597,0
1598,0
1599,12
1600,14
1601,14
1602,3
1603,3
1604,2
1605,8
1606,11
1607,7
1608,13
1609,1
1610,6
1611,16
1612,11
1613,13
1614,11
1615,12
1616,8
1617,18
1618,3
1619,0
1620,0
1621,18
1622,18
1623,3
1624,3
1625,14
1626,15
1627,4
1628,9
1629,0
1630,5
1631,10
1632,2
1633,15
1634,7
1635,2
1636,18
1637,6
1638,11
1639,0
1640,9
1641,13
1642,13
1643,9
1644,2
1645,0
1646,14
1647,11
1648,14
1649,18
1650,0
1651,13
1652,2
1653,0
1654,13
1655,13
1656,11
1657,1
1658,0
1659,10
1660,11
1661,1
1662,1
1663,12
1664,5
1665,1
1666,14
1667,12
1668,0
1669,0
1670,18
1671,18
1672,2
1673,4
1674,5
1675,12
1676,5
1677,2
1678,14
1679,1
1680,7
1681,12
1682,1
1683,14
1684,10
1685,0
1686,2
1687,3
1688,11
1689,8
1690,18
1691,10
1692,15
1693,17
1694,18
1695,2
1696,3
1697,13
1698,15
1699,1
1700,9
1701,11
1702,0
1703,2
1704,15
1705,3
1706,0
1707,7
1708,0
1709,18
1710,12
1711,9
1712,11
1713,10
1714,9
1715,3
1716,2
1717,7
1718,13
1719,7
1720,17
1721,0
1722,2
1723,2
1724,17
1725,13
1726,10
1727,9
1728,12
1729,11
1730,9
1731,12
1732,14
1733,15
1734,14
1735,0
1736,18
1737,13
1738,7
1739,12
1740,18
1741,2
1742,9
1743,10
1744,0
1745,14
1746,5
1747,2
1748,9
1749,18
1750,12
1751,2
1752,14
1753,8
1754,18
1755,11
1756,8
1757,0
1758,16
1759,18
1760,8
1761,18
1762,11
1763,2
1764,13
1765,7
1766,3
1767,4
1768,17
1769,11
1770,9
1771,14
1772,18
1773,9
1774,3
1775,11
1776,10
1777,6
1778,5
1779,13
1780,18
1781,0
1782,18
1783,11
1784,18
1785,11
1786,2
1787,2
1788,15
1789,11
1790,10
1791,10
1792,13
1793,12
1794,2
1795,2
1796,18
1797,18
1798,12
1799,2
1800,14
1801,13
1802,14
1803,18
1804,0
1805,9
1806,6
1807,0
1808,2
1809,17
1810,12
1811,6
1812,6
1813,12
1814,18
1815,0
1816,0
1817,3
1818,2
1819,14
1820,2
1821,13
1822,15
1823,12
1824,2
1825,7
1826,6
1827,18
1828,7
1829,5
1830,11
1831,12
1832,18
1833,18
1834,2
1835,11
1836,18
1837,18
1838,15
1839,0
1840,12
1841,0
1842,0
1843,4
1844,13
1845,18
1846,9
1847,8
1848,13
1849,14
1850,7
1851,15
1852,14
1853,18
1854,9
1855,13
1856,3
1857,0
1858,0
1859,2
1860,11
1861,3
1862,3
1863,12
1864,0
1865,14
1866,11
1867,10
1868,9
1869,2
1870,0
1871,13
1872,8
1873,13
1874,7
1875,3
1876,17
1877,5
1878,16
1879,11
1880,3
1881,7
1882,13
1883,10
1884,11
1885,9
1886,7
1887,12
1888,18
1889,9
1890,4
1891,8
1892,9
1893,12
1894,18
1895,7
1896,14
1897,11
1898,10
1899,13
1900,2
1901,0
1902,15
1903,14
1904,2
1905,9
1906,15
1907,6
1908,18
1909,8
1910,17
1911,5
1912,2
1913,0
1914,15
1915,18
1916,0
1917,2
1918,12
1919,11
1920,0
1921,14
1922,2
1923,7
1924,2
1925,9
1926,17
1927,15
1928,13
1929,13
1930,11
1931,18
1932,11
1933,14
1934,13
1935,5
1936,5
1937,3
1938,13
1939,10
1940,13
1941,17
1942,12
1943,9
1944,10
1945,18
1946,12
1947,0
1948,4
1949,17
1950,8
1951,0
1952,0
1953,13
1954,17
1955,17
1956,18
1957,17
1958,14
1959,9
1960,6
1961,11
1962,0
1963,18
1964,7
1965,13
1966,2
1967,16
1968,15
1969,3
1970,12
1971,8
1972,7
1973,13
1974,16
1975,13
1976,13
1977,12
1978,9
1979,0
1980,2
1981,2
1982,0
1983,14
1984,0
1985,1
1986,3
1987,6
1988,12
1989,8
1990,18
1991,14
1992,3
1993,16
1994,12
1995,11
1996,10
1997,13
1998,17
1999,0
2000,12
2001,2
2002,12
2003,0
2004,5
2005,18
2006,3
2007,7
2008,0
2009,2
2010,11
2011,10
2012,18
2013,8
2014,2
2015,8
2016,0
2017,14
2018,0
2019,7
2020,13
2021,18
2022,5
2023,11
2024,18
2025,3
2026,5
2027,13
2028,18
2029,8
2030,13
2031,3
2032,15
2033,12
2034,15
2035,0
2036,18
2037,3
2038,13
2039,2
2040,17
2041,2
2042,11
2043,6
2044,14
2045,14
2046,3
2047,12
2048,2
2049,0
2050,11
2051,18
2052,12
2053,6
2054,18
2055,0
2056,14
2057,7
2058,18
2059,18
2060,12
2061,18
2062,6
2063,13
2064,0
2065,11
2066,2
2067,7
2068,17
2069,2
2070,8
2071,18
2072,12
2073,11
2074,0
2075,2
2076,6
2077,18
2078,14
2079,0
2080,7
2081,2
2082,16
2083,7
2084,2
2085,2
2086,3
2087,18
2088,17
2089,0
2090,11
2091,11
2092,18
2093,0
2094,11
2095,14
2096,2
2097,2
2098,10
2099,17
2100,11
2101,18
2102,2
2103,6
2104,4
2105,8
2106,13
2107,9
2108,18
2109,11
2110,0
2111,9
2112,14
2113,2
2114,17
2115,11
2116,17
2117,13
2118,0
2119,18
2120,6
2121,7
2122,12
2123,0
2124,18
2125,13
2126,13
2127,18
2128,14
2129,14
2130,13
2131,1
2132,5
2133,2
2134,13
2135,10
2136,7
2137,6
2138,16
2139,17
2140,18
2141,11
2142,11
2143,14
2144,18
2145,6
2146,18
2147,2
2148,12
2149,18
2150,10
2151,15
2152,13
2153,17
2154,9
2155,0
2156,0
2157,17
2158,18
2159,11
2160,13
2161,3
2162,0
2163,6
2164,3
2165,17
2166,18
2167,3
2168,10
2169,9
2170,3
2171,12
2172,2
2173,14
2174,3
2175,13
2176,7
2177,14
2178,2
2179,0
2180,2
2181,13
2182,3
2183,0
2184,11
2185,2
2186,0
2187,2
2188,2
2189,0
2190,7
2191,18
2192,17
2193,3
2194,2
2195,2
2196,18
2197,13
2198,7
2199,7
2200,3
2201,1
2202,0
2203,5
2204,14
2205,2
2206,13
2207,18
2208,0
2209,18
2210,17
2211,18
2212,10
2213,11
2214,0
2215,12
2216,15
2217,2
2218,13
2219,6
2220,2
2221,11
2222,0
2223,18
2224,16
2225,13
2226,11
2227,18
2228,8
2229,11
2230,13
2231,7
2232,0
2233,13
2234,13
2235,9
2236,14
2237,11
2238,12
2239,12
2240,2
2241,12
2242,6
2243,2
2244,0
2245,17
2246,11
2247,14
2248,1
2249,9
2250,0
2251,11
2252,9
2253,14
2254,17
2255,8
2256,1
2257,2
2258,3
2259,12
2260,14
2261,0
2262,0
2263,11
2264,14
2265,7
2266,13
2267,5
2268,0
2269,18
2270,13
2271,0
2272,14
2273,12
2274,11
2275,7
2276,13
2277,0
2278,3
2279,11
2280,9
2281,13
2282,18
2283,17
2284,1
2285,14
2286,13
2287,6
2288,8
2289,3
2290,0
2291,14
2292,12
2293,3
2294,7
2295,9
2296,8
2297,9
2298,13
2299,14
2300,9
2301,11
2302,18
2303,18
2304,18
2305,0
2306,5
2307,9
2308,11
2309,3
2310,0
2311,9
2312,5
2313,14
2314,17
2315,13
2316,13
2317,0
2318,18
2319,0
2320,17
2321,0
2322,13
2323,8
2324,6
2325,15
2326,7
2327,0
2328,18
2329,12
2330,18
2331,5
2332,1
2333,12
2334,11
2335,14
2336,17
2337,2
2338,9
2339,0
2340,3
2341,2
2342,3
2343,0
2344,2
2345,11
2346,14
2347,11
2348,8
2349,0
2350,3
2351,9
2352,13
2353,4
2354,18
2355,5
2356,12
2357,5
2358,14
2359,5
2360,14
2361,2
2362,0
2363,10
2364,18
2365,13
2366,4
2367,17
2368,18
2369,18
2370,15
2371,0
2372,12
2373,18
2374,0
2375,3
2376,13
2377,0
2378,0
2379,2
2380,0
2381,11
2382,7
2383,12
2384,11
2385,11
2386,15
2387,18
2388,12
2389,8
2390,13
2391,9
2392,5
2393,8
2394,12
2395,7
2396,14
2397,12
2398,7
2399,0
2400,13
2401,5
2402,14
2403,10
2404,17
2405,7
2406,12
2407,7
2408,3
2409,1
2410,11
2411,11
2412,2
2413,18
2414,2
2415,9
2416,1
2417,1
2418,5
2419,12
2420,11
2421,3
2422,11
2423,15
2424,9
2425,17
2426,5
2427,4
2428,0
2429,13
2430,16
2431,13
2432,12
2433,13
2434,12
2435,6
2436,1
2437,0
2438,2
2439,0
2440,6
2441,12
2442,4
2443,17
2444,2
2445,2
2446,2
2447,2
2448,14
2449,2
2450,0
2451,0
2452,0
2453,14
2454,17
2455,13
2456,3
2457,2
2458,0
2459,18
2460,5
2461,7
2462,2
2463,18
2464,14
2465,14
2466,18
2467,11
2468,13
2469,14
2470,0
2471,17
2472,14
2473,5
2474,9
2475,2
2476,0
2477,18
2478,13
2479,2
2480,6
2481,12
2482,11
2483,0
2484,7
2485,0
2486,11
2487,9
2488,3
2489,0
2490,14
2491,0
2492,12
2493,10
2494,10
2495,2
2496,9
2497,6
2498,12
2499,3
2500,6
2501,18
2502,18
2503,11
2504,7
2505,0
2506,6
2507,0
2508,12
2509,7
2510,13
2511,11
2512,2
2513,0
2514,4
2515,9
2516,9
2517,11
2518,9
2519,9
2520,2
2521,13
2522,13
2523,0
2524,1
2525,14
2526,5
2527,6
2528,6
2529,2
2530,1
2531,8
2532,18
2533,9
2534,15
2535,14
2536,1
2537,7
2538,6
2539,0
2540,5
2541,0
2542,0
2543,18
2544,12
2545,7
2546,18
2547,18
2548,2
2549,8
2550,15
2551,7
2552,18
2553,7
2554,2
2555,8
2556,12
2557,18
2558,3
2559,2
2560,18
2561,18
2562,15
2563,11
2564,9
2565,6
2566,18
2567,3
2568,2
2569,4
2570,12
2571,15
2572,7
2573,18
2574,7
2575,2
2576,0
2577,12
2578,2
2579,0
2580,4
2581,2
2582,12
2583,3
2584,9
2585,12
2586,13
2587,18
2588,0
2589,18
2590,0
2591,12
2592,10
2593,9
2594,7
2595,5
2596,6
2597,7
2598,15
2599,7
2600,11
2601,14
2602,18
2603,0
2604,9
2605,3
2606,7
2607,8
2608,15
2609,7
2610,4
2611,9
2612,12
2613,15
2614,16
2615,18
2616,18
2617,9
2618,11
2619,12
2620,14
2621,6
2622,5
2623,11
2624,6
2625,3
2626,18
2627,2
2628,8
2629,14
2630,13
2631,9
2632,18
2633,13
2634,0
2635,11
2636,0
2637,13
2638,18
2639,0
2640,18
2641,9
2642,1
2643,15
2644,10
2645,11
2646,2
2647,15
2648,13
2649,18
2650,0
2651,15
2652,3
2653,13
2654,3
2655,3
2656,0
2657,14
2658,0
2659,7
2660,17
2661,14
2662,15
2663,16
2664,15
2665,1
2666,18
2667,18
2668,4
2669,14
2670,0
2671,0
2672,14
2673,6
2674,2
2675,13
2676,18
2677,17
2678,11
2679,0
2680,3
2681,0
2682,11
2683,0
2684,17
2685,0
2686,8
2687,2
2688,8
2689,18
2690,8
2691,8
2692,6
2693,18
2694,12
2695,14
2696,18
2697,0
2698,13
2699,11
2700,8
2701,2
2702,12
2703,8
2704,15
2705,18
2706,11
2707,8
2708,0
2709,7
2710,14
2711,11
2712,6
2713,17
2714,14
2715,18
2716,3
2717,0
2718,15
2719,5
2720,13
2721,3
2722,18
2723,2
2724,11
2725,0
2726,18
2727,5
2728,3
2729,2
2730,18
2731,11
2732,18
2733,17
2734,14
2735,0
2736,12
2737,9
2738,12
2739,8
2740,18
2741,11
2742,18
2743,15
2744,3
2745,18
2746,11
2747,14
2748,11
2749,0
2750,6
2751,6
2752,7
2753,11
2754,2
2755,7
2756,0
2757,4
2758,13
2759,11
2760,6
2761,14
2762,3
2763,18
2764,5
2765,6
2766,18
2767,9
2768,2
2769,18
2770,14
2771,0
2772,0
2773,13
2774,2
2775,3
2776,14
2777,6
2778,5
2779,0
2780,2
2781,18
2782,11
2783,15
2784,18
2785,1
2786,18
2787,18
2788,13
2789,1
2790,2
2791,6
2792,18
2793,13
2794,13
2795,3
2796,11
2797,5
2798,2
2799,11
2800,13
2801,13
2802,13
2803,12
2804,3
2805,0
2806,14
2807,12
2808,3
2809,2
2810,10
2811,9
2812,17
2813,15
2814,5
2815,14
2816,3
2817,18
2818,1
2819,12
2820,2
2821,0
2822,18
2823,15
2824,2
2825,13
2826,11
2827,18
2828,3
2829,0
2830,11
2831,12
2832,8
2833,18
2834,13
2835,3
2836,0
2837,14
2838,0
2839,6
2840,2
2841,9
2842,14
2843,18
2844,3
2845,7
2846,18
2847,15
2848,6
2849,13
2850,18
2851,17
2852,13
2853,6
2854,13
2855,1
2856,0
2857,18
2858,0
2859,2
2860,11
2861,11
2862,0
2863,18
2864,5
2865,12
2866,13
2867,0
2868,12
2869,4
2870,11
2871,18
2872,2
2873,0
2874,0
2875,0
2876,9
2877,12
2878,9
2879,15
2880,14
2881,15
2882,9
2883,2
2884,4
2885,6
2886,3
2887,18
2888,17
2889,18
2890,13
2891,15
2892,12
2893,2
2894,1
2895,11
2896,8
2897,14
2898,15
2899,1
2900,11
2901,18
2902,3
2903,14
2904,9
2905,12
2906,11
2907,2
2908,15
2909,2
2910,7
2911,2
2912,14
2913,17
2914,18
2915,2
2916,12
2917,12
2918,6
2919,14
2920,8
2921,7
2922,5
2923,5
2924,18
2925,18
2926,14
2927,12
2928,2
2929,6
2930,13
2931,18
2932,5
2933,12
2934,18
2935,7
2936,7
2937,17
2938,2
2939,16
2940,3
2941,11
2942,0
2943,8
2944,16
2945,15
2946,14
2947,13
2948,9
2949,3
2950,18
2951,0
2952,11
2953,7
2954,13
2955,11
2956,2
2957,0
2958,2
2959,13
2960,2
2961,8
2962,0
2963,8
2964,9
2965,9
2966,2
2967,9
2968,7
2969,17
2970,2
2971,18
2972,9
2973,18
2974,11
2975,13
2976,2
2977,18
2978,1
2979,18
2980,0
2981,11
2982,1
2983,2
2984,13
2985,14
2986,0
2987,14
2988,0
2989,0
2990,3
2991,17
2992,2
2993,0
2994,3
2995,10
2996,9
2997,1
